#wvn cm-1        wvl um           modulation
3472.34449       2.87989859       0.0158222064      
3472.54449       2.87973272       0.0159805244      
3472.74449       2.87956688       0.0159685855      
3472.94449       2.87940105       0.0160494355      
3473.14449       2.87923524       0.0159490644      
3473.34449       2.87906945       0.0160832811      
3473.54449       2.87890368       0.0161792357      
3473.74449       2.87873792       0.0159094788      
3473.94449       2.87857219       0.0157032889      
3474.14449       2.87840648       0.0160804212      
3474.34449       2.87824078       0.0157267797      
3474.54449       2.87807511       0.0158436083      
3474.74449       2.87790945       0.0163797888      
3474.94449       2.87774381       0.0163932796      
3475.14449       2.87757819       0.0162275124      
3475.34449       2.87741259       0.0159603884      
3475.54449       2.87724701       0.0156600559      
3475.74449       2.87708145       0.01608331        
3475.94449       2.87691591       0.0160756483      
3476.14449       2.87675039       0.0158110223      
3476.34449       2.87658488       0.0159402134      
3476.54449       2.8764194        0.0159463657      
3476.74449       2.87625393       0.0158377348      
3476.94449       2.87608848       0.0157128673      
3477.14449       2.87592305       0.0158563249      
3477.34449       2.87575764       0.015973271       
3477.54449       2.87559225       0.0155857464      
3477.74449       2.87542688       0.0159674978      
3477.94449       2.87526153       0.0161157167      
3478.14449       2.8750962        0.0157774765      
3478.34449       2.87493088       0.0159797603      
3478.54449       2.87476559       0.0158752265      
3478.74449       2.87460031       0.016180825       
3478.94449       2.87443506       0.0157926557      
3479.14449       2.87426982       0.0157322301      
3479.34449       2.8741046        0.0163272102      
3479.54449       2.8739394        0.0163239804      
3479.74449       2.87377422       0.0161567494      
3479.94449       2.87360906       0.0157707767      
3480.14449       2.87344391       0.0156142365      
3480.34449       2.87327879       0.0161730577      
3480.54449       2.87311368       0.0164491524      
3480.74449       2.8729486        0.0164562764      
3480.94449       2.87278353       0.0163381217      
3481.14449       2.87261848       0.0163589142      
3481.34449       2.87245345       0.0156803402      
3481.54449       2.87228844       0.0163061204      
3481.74449       2.87212345       0.0161076795      
3481.94449       2.87195848       0.0155770539      
3482.14449       2.87179353       0.015821323       
3482.34449       2.87162859       0.0163429425      
3482.54449       2.87146368       0.0164381279      
3482.74449       2.87129878       0.0164121427      
3482.94449       2.8711339        0.0160187224      
3483.14449       2.87096904       0.015904666       
3483.34449       2.8708042        0.0159003835      
3483.54449       2.87063938       0.0160608577      
3483.74449       2.87047458       0.0155331362      
3483.94449       2.8703098        0.0158154472      
3484.14449       2.87014503       0.0163545168      
3484.34449       2.86998029       0.0163515399      
3484.54449       2.86981556       0.0157919811      
3484.74449       2.86965085       0.0159052209      
3484.94449       2.86948617       0.0155959866      
3485.14449       2.8693215        0.0160080531      
3485.34449       2.86915684       0.016076906       
3485.54449       2.86899221       0.0158022855      
3485.74449       2.8688276        0.0164019401      
3485.94449       2.86866301       0.0164024118      
3486.14449       2.86849843       0.0158632233      
3486.34449       2.86833387       0.015680539       
3486.54449       2.86816934       0.0162700257      
3486.74449       2.86800482       0.0162990721      
3486.94449       2.86784032       0.0159950343      
3487.14449       2.86767584       0.0159128096      
3487.34449       2.86751138       0.0155590992      
3487.54449       2.86734693       0.0158660681      
3487.74449       2.86718251       0.0155764558      
3487.94449       2.8670181        0.0161865682      
3488.14449       2.86685372       0.0163804527      
3488.34449       2.86668935       0.0162873632      
3488.54449       2.866525         0.0161603227      
3488.74449       2.86636067       0.0161201579      
3488.94449       2.86619636       0.016134501       
3489.14449       2.86603207       0.01613329        
3489.34449       2.8658678        0.0160772114      
3489.54449       2.86570354       0.0162262302      
3489.74449       2.86553931       0.0162211132      
3489.94449       2.86537509       0.0158882318      
3490.14449       2.86521089       0.0160592561      
3490.34449       2.86504671       0.015947689       
3490.54449       2.86488255       0.0156336342      
3490.74449       2.86471841       0.0159647745      
3490.94449       2.86455429       0.0158744855      
3491.14449       2.86439018       0.0164233973      
3491.34449       2.8642261        0.0158327195      
3491.54449       2.86406203       0.015871414       
3491.74449       2.86389798       0.0159725402      
3491.94449       2.86373395       0.0163369881      
3492.14449       2.86356994       0.0160878738      
3492.34449       2.86340595       0.0157344256      
3492.54449       2.86324198       0.0159758897      
3492.74449       2.86307803       0.0159539734      
3492.94449       2.86291409       0.0156489272      
3493.14449       2.86275018       0.0156368361      
3493.34449       2.86258628       0.0158062408      
3493.54449       2.8624224        0.0161749133      
3493.74449       2.86225854       0.0161523693      
3493.94449       2.8620947        0.0160615507      
3494.14449       2.86193088       0.015755173       
3494.34449       2.86176707       0.0160958682      
3494.54449       2.86160329       0.0160090006      
3494.74449       2.86143952       0.0159242473      
3494.94449       2.86127577       0.016170914       
3495.14449       2.86111205       0.0162695328      
3495.34449       2.86094834       0.0162558868      
3495.54449       2.86078464       0.0160808665      
3495.74449       2.86062097       0.0159345484      
3495.94449       2.86045732       0.0159950852      
3496.14449       2.86029368       0.015755999       
3496.34449       2.86013007       0.0161885877      
3496.54449       2.85996647       0.0161402021      
3496.74449       2.85980289       0.0163441006      
3496.94449       2.85963933       0.0160105222      
3497.14449       2.85947579       0.0157511427      
3497.34449       2.85931227       0.0157430867      
3497.54449       2.85914876       0.0157495277      
3497.74449       2.85898528       0.0158841356      
3497.94449       2.85882181       0.0161740382      
3498.14449       2.85865836       0.016170611       
3498.34449       2.85849493       0.015532589       
3498.54449       2.85833152       0.0156343516      
3498.74449       2.85816813       0.0160277124      
3498.94449       2.85800476       0.0158233206      
3499.14449       2.8578414        0.0156246085      
3499.34449       2.85767807       0.0159392599      
3499.54449       2.85751475       0.0160062299      
3499.74449       2.85735145       0.016397617       
3499.94449       2.85718817       0.016397674       
3500.14449       2.85702491       0.0158573762      
3500.34449       2.85686167       0.0163133786      
3500.54449       2.85669844       0.0158799692      
3500.74449       2.85653524       0.0161447969      
3500.94449       2.85637205       0.016100605       
3501.14449       2.85620889       0.016365459       
3501.34449       2.85604574       0.0162104337      
3501.54449       2.85588261       0.0162307605      
3501.74449       2.85571949       0.016449413       
3501.94449       2.8555564        0.0164090614      
3502.14449       2.85539333       0.0157838342      
3502.34449       2.85523027       0.0160809266      
3502.54449       2.85506723       0.0164620096      
3502.74449       2.85490421       0.0157346016      
3502.94449       2.85474121       0.0164272898      
3503.14449       2.85457823       0.0164351009      
3503.34449       2.85441527       0.0163496605      
3503.54449       2.85425232       0.0160747423      
3503.74449       2.8540894        0.0160645093      
3503.94449       2.85392649       0.0159551549      
3504.14449       2.8537636        0.0156132567      
3504.34449       2.85360073       0.0164633192      
3504.54449       2.85343788       0.0161216184      
3504.74449       2.85327505       0.0161709368      
3504.94449       2.85311223       0.0161494919      
3505.14449       2.85294944       0.0160095347      
3505.34449       2.85278666       0.015792605       
3505.54449       2.8526239        0.0162951743      
3505.74449       2.85246116       0.0163015183      
3505.94449       2.85229844       0.016198686       
3506.14449       2.85213574       0.0160136159      
3506.34449       2.85197305       0.0158150014      
3506.54449       2.85181039       0.0156695896      
3506.74449       2.85164774       0.0160420678      
3506.94449       2.85148511       0.0159163163      
3507.14449       2.8513225        0.0159033247      
3507.34449       2.85115991       0.0159687682      
3507.54449       2.85099734       0.0158986248      
3507.74449       2.85083478       0.0162748394      
3507.94449       2.85067225       0.0162769431      
3508.14449       2.85050973       0.0158939155      
3508.34449       2.85034723       0.0160859068      
3508.54449       2.85018475       0.0160843599      
3508.74449       2.85002229       0.0159290243      
3508.94449       2.84985985       0.0162860616      
3509.14449       2.84969742       0.0161735393      
3509.34449       2.84953501       0.0157128695      
3509.54449       2.84937263       0.0164638555      
3509.74449       2.84921026       0.0163276297      
3509.94449       2.84904791       0.0158537733      
3510.14449       2.84888557       0.0157481482      
3510.34449       2.84872326       0.0156407916      
3510.54449       2.84856097       0.0160966931      
3510.74449       2.84839869       0.0163911229      
3510.94449       2.84823643       0.0159218422      
3511.14449       2.84807419       0.0158618608      
3511.34449       2.84791197       0.0157093023      
3511.54449       2.84774977       0.0162210262      
3511.74449       2.84758758       0.0161382333      
3511.94449       2.84742542       0.0157176884      
3512.14449       2.84726327       0.0161150904      
3512.34449       2.84710114       0.0154758312      
3512.54449       2.84693903       0.0161059026      
3512.74449       2.84677694       0.0160679073      
3512.94449       2.84661486       0.015979633       
3513.14449       2.84645281       0.016252177       
3513.34449       2.84629077       0.0162212122      
3513.54449       2.84612875       0.0159430185      
3513.74449       2.84596675       0.0159544635      
3513.94449       2.84580477       0.0161063234      
3514.14449       2.84564281       0.0162096579      
3514.34449       2.84548087       0.0160397105      
3514.54449       2.84531894       0.0162578571      
3514.74449       2.84515703       0.0161275728      
3514.94449       2.84499514       0.0160037874      
3515.14449       2.84483327       0.015933847       
3515.34449       2.84467142       0.0159750622      
3515.54449       2.84450959       0.0159467127      
3515.74449       2.84434777       0.0158838224      
3515.94449       2.84418597       0.0158880445      
3516.14449       2.84402419       0.0159940878      
3516.34449       2.84386243       0.0159946236      
3516.54449       2.84370069       0.0158632134      
3516.74449       2.84353897       0.0157414531      
3516.94449       2.84337726       0.0159492848      
3517.14449       2.84321558       0.0159806169      
3517.34449       2.84305391       0.0161378794      
3517.54449       2.84289226       0.016424407       
3517.74449       2.84273063       0.0160501444      
3517.94449       2.84256901       0.0160602861      
3518.14449       2.84240742       0.0158124328      
3518.34449       2.84224584       0.0159491319      
3518.54449       2.84208428       0.0159383004      
3518.74449       2.84192275       0.0158267278      
3518.94449       2.84176122       0.0159480583      
3519.14449       2.84159972       0.016293534       
3519.34449       2.84143824       0.0161227672      
3519.54449       2.84127677       0.0157197092      
3519.74449       2.84111532       0.0160731752      
3519.94449       2.84095389       0.0162313763      
3520.14449       2.84079248       0.0158187122      
3520.34449       2.84063109       0.0159927692      
3520.54449       2.84046971       0.0159559428      
3520.74449       2.84030836       0.0158752807      
3520.94449       2.84014702       0.0160257487      
3521.14449       2.8399857        0.0161327577      
3521.34449       2.8398244        0.0162475689      
3521.54449       2.83966312       0.0157689689      
3521.74449       2.83950185       0.0156682564      
3521.94449       2.83934061       0.0157390046      
3522.14449       2.83917938       0.0159845781      
3522.34449       2.83901817       0.0161817243      
3522.54449       2.83885698       0.0160645933      
3522.74449       2.8386958        0.0162721206      
3522.94449       2.83853465       0.0162684879      
3523.14449       2.83837351       0.0164446965      
3523.34449       2.83821239       0.016444449       
3523.54449       2.83805129       0.0157460137      
3523.74449       2.83789021       0.0159218786      
3523.94449       2.83772915       0.0163258929      
3524.14449       2.8375681        0.016457845       
3524.34449       2.83740708       0.0164405453      
3524.54449       2.83724607       0.0161604492      
3524.74449       2.83708508       0.0161588102      
3524.94449       2.83692411       0.0164114708      
3525.14449       2.83676315       0.0158438388      
3525.34449       2.83660222       0.0156336859      
3525.54449       2.8364413        0.016052921       
3525.74449       2.8362804        0.0164677138      
3525.94449       2.83611952       0.0160493519      
3526.14449       2.83595866       0.0159353024      
3526.34449       2.83579782       0.0163455849      
3526.54449       2.83563699       0.0162647831      
3526.74449       2.83547618       0.016185836       
3526.94449       2.83531539       0.0159530108      
3527.14449       2.83515462       0.0164068005      
3527.34449       2.83499387       0.0157939404      
3527.54449       2.83483313       0.0164430128      
3527.74449       2.83467242       0.0160378182      
3527.94449       2.83451172       0.0161989632      
3528.14449       2.83435104       0.0162445332      
3528.34449       2.83419038       0.0161587802      
3528.54449       2.83402973       0.0156910319      
3528.74449       2.83386911       0.0158614653      
3528.94449       2.8337085        0.016356954       
3529.14449       2.83354791       0.0163807172      
3529.34449       2.83338734       0.0163654095      
3529.54449       2.83322679       0.0158041312      
3529.74449       2.83306625       0.0159583354      
3529.94449       2.83290574       0.0156543989      
3530.14449       2.83274524       0.0161053556      
3530.34449       2.83258476       0.0156111572      
3530.54449       2.8324243        0.0158494397      
3530.74449       2.83226386       0.0162101696      
3530.94449       2.83210343       0.0162227056      
3531.14449       2.83194302       0.0160241495      
3531.34449       2.83178263       0.0159119878      
3531.54449       2.83162226       0.0164041153      
3531.74449       2.83146191       0.0161223007      
3531.94449       2.83130158       0.0159461661      
3532.14449       2.83114126       0.0155821544      
3532.34449       2.83098096       0.0157836836      
3532.54449       2.83082068       0.0159460252      
3532.74449       2.83066042       0.0159498808      
3532.94449       2.83050018       0.0160989236      
3533.14449       2.83033995       0.0157096529      
3533.34449       2.83017974       0.0156707512      
3533.54449       2.83001955       0.0161425607      
3533.74449       2.82985938       0.015977316       
3533.94449       2.82969923       0.0157182406      
3534.14449       2.82953909       0.0155347582      
3534.34449       2.82937898       0.0158461696      
3534.54449       2.82921888       0.0160446064      
3534.74449       2.8290588        0.0158314696      
3534.94449       2.82889874       0.0155574197      
3535.14449       2.82873869       0.015936174       
3535.34449       2.82857867       0.0158714839      
3535.54449       2.82841866       0.0156612042      
3535.74449       2.82825867       0.0157776143      
3535.94449       2.8280987        0.015813709       
3536.14449       2.82793874       0.0161629648      
3536.34449       2.82777881       0.0164557966      
3536.54449       2.82761889       0.0163897063      
3536.74449       2.82745899       0.016392265       
3536.94449       2.82729911       0.0160901355      
3537.14449       2.82713924       0.0162357718      
3537.34449       2.8269794        0.0163106309      
3537.54449       2.82681957       0.0160453708      
3537.74449       2.82665976       0.0162325389      
3537.94449       2.82649997       0.0156930343      
3538.14449       2.8263402        0.0157430086      
3538.34449       2.82618044       0.0157254731      
3538.54449       2.82602071       0.0162252176      
3538.74449       2.82586099       0.0161311766      
3538.94449       2.82570129       0.016198728       
3539.14449       2.8255416        0.0157893609      
3539.34449       2.82538194       0.0162523889      
3539.54449       2.82522229       0.0162633677      
3539.74449       2.82506266       0.0160049891      
3539.94449       2.82490305       0.0158117692      
3540.14449       2.82474346       0.0161654663      
3540.34449       2.82458389       0.0160385314      
3540.54449       2.82442433       0.0159866938      
3540.74449       2.82426479       0.0161621681      
3540.94449       2.82410527       0.0161464668      
3541.14449       2.82394577       0.0156411458      
3541.34449       2.82378628       0.0158154724      
3541.54449       2.82362682       0.0157795695      
3541.74449       2.82346737       0.0158268618      
3541.94449       2.82330794       0.0156388188      
3542.14449       2.82314853       0.015982615       
3542.34449       2.82298913       0.0160107017      
3542.54449       2.82282976       0.0158096202      
3542.74449       2.8226704        0.0161571443      
3542.94449       2.82251106       0.016264017       
3543.14449       2.82235174       0.0161058883      
3543.34449       2.82219243       0.0159069312      
3543.54449       2.82203314       0.0157971493      
3543.74449       2.82187388       0.0164161651      
3543.94449       2.82171463       0.0160053174      
3544.14449       2.82155539       0.0161096912      
3544.34449       2.82139618       0.0161098901      
3544.54449       2.82123698       0.0162051038      
3544.74449       2.8210778        0.0161690418      
3544.94449       2.82091864       0.0160033606      
3545.14449       2.8207595        0.0164384605      
3545.34449       2.82060038       0.0164664621      
3545.54449       2.82044127       0.0161198207      
3545.74449       2.82028218       0.0164325112      
3545.94449       2.82012311       0.0163522684      
3546.14449       2.81996406       0.0161517803      
3546.34449       2.81980502       0.0159274848      
3546.54449       2.819646         0.015804108       
3546.74449       2.81948701       0.0163486308      
3546.94449       2.81932802       0.0164602415      
3547.14449       2.81916906       0.0164603063      
3547.34449       2.81901012       0.0164601058      
3547.54449       2.81885119       0.0160553345      
3547.74449       2.81869228       0.0158286445      
3547.94449       2.81853339       0.0156340366      
3548.14449       2.81837451       0.0159715645      
3548.34449       2.81821566       0.0162165447      
3548.54449       2.81805682       0.0162875348      
3548.74449       2.817898         0.0159385739      
3548.94449       2.8177392        0.0159140598      
3549.14449       2.81758041       0.0160126808      
3549.34449       2.81742165       0.0160418977      
3549.54449       2.8172629        0.0162913605      
3549.74449       2.81710417       0.0163347545      
3549.94449       2.81694546       0.015934079       
3550.14449       2.81678676       0.0161920082      
3550.34449       2.81662808       0.016200917       
3550.54449       2.81646943       0.0162738784      
3550.74449       2.81631078       0.0155740859      
3550.94449       2.81615216       0.0161724467      
3551.14449       2.81599356       0.0158233229      
3551.34449       2.81583497       0.015838531       
3551.54449       2.8156764        0.0156894232      
3551.74449       2.81551785       0.0160186404      
3551.94449       2.81535931       0.0162510883      
3552.14449       2.8152008        0.0163400182      
3552.34449       2.8150423        0.016407584       
3552.54449       2.81488382       0.0161395115      
3552.74449       2.81472536       0.0161976691      
3552.94449       2.81456691       0.0161830673      
3553.14449       2.81440848       0.0158441158      
3553.34449       2.81425008       0.016139443       
3553.54449       2.81409168       0.0161632863      
3553.74449       2.81393331       0.016404577       
3553.94449       2.81377496       0.0164331263      
3554.14449       2.81361662       0.016165839       
3554.34449       2.8134583        0.0160014958      
3554.54449       2.8133           0.0160484998      
3554.74449       2.81314171       0.0161786161      
3554.94449       2.81298345       0.0162319399      
3555.14449       2.8128252        0.0162045394      
3555.34449       2.81266697       0.0160831055      
3555.54449       2.81250875       0.0157130898      
3555.74449       2.81235056       0.0159470214      
3555.94449       2.81219238       0.015746002       
3556.14449       2.81203422       0.0157838419      
3556.34449       2.81187608       0.0155712445      
3556.54449       2.81171796       0.0159100554      
3556.74449       2.81155985       0.015928559       
3556.94449       2.81140176       0.015684246       
3557.14449       2.81124369       0.0160836119      
3557.34449       2.81108564       0.0160914497      
3557.54449       2.8109276        0.0160170514      
3557.74449       2.81076958       0.016062443       
3557.94449       2.81061158       0.0161734881      
3558.14449       2.8104536        0.0161307215      
3558.34449       2.81029564       0.0159172317      
3558.54449       2.81013769       0.0162179491      
3558.74449       2.80997976       0.015613709       
3558.94449       2.80982185       0.0159368298      
3559.14449       2.80966396       0.0162055118      
3559.34449       2.80950608       0.0162127471      
3559.54449       2.80934823       0.0159983975      
3559.74449       2.80919039       0.0161858398      
3559.94449       2.80903256       0.0160978788      
3560.14449       2.80887476       0.0164333302      
3560.34449       2.80871697       0.0164333354      
3560.54449       2.8085592        0.0159101603      
3560.74449       2.80840145       0.0156786723      
3560.94449       2.80824372       0.0159114572      
3561.14449       2.808086         0.0161004312      
3561.34449       2.80792831       0.0161939343      
3561.54449       2.80777063       0.0156409807      
3561.74449       2.80761296       0.0158300059      
3561.94449       2.80745532       0.0157689287      
3562.14449       2.80729769       0.0160600004      
3562.34449       2.80714008       0.0163688459      
3562.54449       2.80698249       0.0163725441      
3562.74449       2.80682492       0.0158096145      
3562.94449       2.80666736       0.0155855144      
3563.14449       2.80650982       0.0160221331      
3563.34449       2.8063523        0.0160309092      
3563.54449       2.8061948        0.0162249516      
3563.74449       2.80603731       0.0162252986      
3563.94449       2.80587984       0.016088552       
3564.14449       2.80572239       0.0162847373      
3564.34449       2.80556496       0.0158683444      
3564.54449       2.80540754       0.0162138014      
3564.74449       2.80525015       0.0163780709      
3564.94449       2.80509277       0.0163248612      
3565.14449       2.8049354        0.016298122       
3565.34449       2.80477806       0.0159286436      
3565.54449       2.80462073       0.0158695385      
3565.74449       2.80446342       0.0164632555      
3565.94449       2.80430613       0.0156430033      
3566.14449       2.80414886       0.0164175692      
3566.34449       2.8039916        0.016430363       
3566.54449       2.80383436       0.0163890514      
3566.74449       2.80367714       0.0163089945      
3566.94449       2.80351994       0.0164682147      
3567.14449       2.80336275       0.0161724181      
3567.34449       2.80320559       0.0161740982      
3567.54449       2.80304844       0.015791684       
3567.74449       2.8028913        0.0157344341      
3567.94449       2.80273419       0.0164645572      
3568.14449       2.80257709       0.0164646773      
3568.34449       2.80242001       0.016458847       
3568.54449       2.80226295       0.0164586192      
3568.74449       2.8021059        0.0162721303      
3568.94449       2.80194888       0.0161730566      
3569.14449       2.80179187       0.0155519941      
3569.34449       2.80163487       0.0155644804      
3569.54449       2.8014779        0.0159527493      
3569.74449       2.80132094       0.0159806995      
3569.94449       2.801164         0.0158619231      
3570.14449       2.80100708       0.0162208321      
3570.34449       2.80085018       0.0163763013      
3570.54449       2.80069329       0.0163708894      
3570.74449       2.80053642       0.0163684493      
3570.94449       2.80037957       0.0157749802      
3571.14449       2.80022274       0.0157790386      
3571.34449       2.80006592       0.0156784396      
3571.54449       2.79990912       0.0156485761      
3571.74449       2.79975234       0.0159343359      
3571.94449       2.79959558       0.0156392925      
3572.14449       2.79943883       0.0161834677      
3572.34449       2.7992821        0.0161835891      
3572.54449       2.79912539       0.0157367662      
3572.74449       2.7989687        0.0160863406      
3572.94449       2.79881202       0.0161328719      
3573.14449       2.79865537       0.0162557621      
3573.34449       2.79849873       0.0162573916      
3573.54449       2.7983421        0.0159139809      
3573.74449       2.7981855        0.0160922998      
3573.94449       2.79802891       0.0161503716      
3574.14449       2.79787234       0.015932995       
3574.34449       2.79771578       0.0160577948      
3574.54449       2.79755925       0.0162322054      
3574.74449       2.79740273       0.0162558852      
3574.94449       2.79724623       0.0162597287      
3575.14449       2.79708975       0.0161678372      
3575.34449       2.79693328       0.0160258552      
3575.54449       2.79677683       0.0156439934      
3575.74449       2.7966204        0.0160096906      
3575.94449       2.79646399       0.0161321287      
3576.14449       2.7963076        0.0156239814      
3576.34449       2.79615122       0.015899965       
3576.54449       2.79599486       0.0158467055      
3576.74449       2.79583851       0.0159979118      
3576.94449       2.79568219       0.016270689       
3577.14449       2.79552588       0.0156288417      
3577.34449       2.79536959       0.0162557168      
3577.54449       2.79521332       0.0156657422      
3577.74449       2.79505706       0.0159415977      
3577.94449       2.79490082       0.0159471642      
3578.14449       2.7947446        0.0160190332      
3578.34449       2.7945884        0.0158308809      
3578.54449       2.79443221       0.0160885426      
3578.74449       2.79427605       0.0161003608      
3578.94449       2.79411989       0.0158611335      
3579.14449       2.79396376       0.0159012695      
3579.34449       2.79380765       0.0161323746      
3579.54449       2.79365155       0.0161299891      
3579.74449       2.79349547       0.0155796555      
3579.94449       2.7933394        0.0157057711      
3580.14449       2.79318336       0.0164361913      
3580.34449       2.79302733       0.015918866       
3580.54449       2.79287132       0.0156971768      
3580.74449       2.79271532       0.0156915121      
3580.94449       2.79255935       0.0160431651      
3581.14449       2.79240339       0.016293019       
3581.34449       2.79224744       0.0162430557      
3581.54449       2.79209152       0.0160226469      
3581.74449       2.79193561       0.015775268       
3581.94449       2.79177972       0.0161630584      
3582.14449       2.79162385       0.0159618261      
3582.34449       2.791468         0.0160250651      
3582.54449       2.79131216       0.0163111857      
3582.74449       2.79115634       0.0161812789      
3582.94449       2.79100054       0.0159485187      
3583.14449       2.79084475       0.015819334       
3583.34449       2.79068899       0.015958327       
3583.54449       2.79053324       0.0160152395      
3583.74449       2.7903775        0.0163285268      
3583.94449       2.79022179       0.0157171909      
3584.14449       2.79006609       0.0157218951      
3584.34449       2.78991041       0.0159625393      
3584.54449       2.78975475       0.015765815       
3584.74449       2.7895991        0.0157892291      
3584.94449       2.78944347       0.0160016532      
3585.14449       2.78928786       0.0158960446      
3585.34449       2.78913227       0.0163568098      
3585.54449       2.78897669       0.0162104714      
3585.74449       2.78882113       0.0162262928      
3585.94449       2.78866559       0.015981576       
3586.14449       2.78851006       0.0157522933      
3586.34449       2.78835456       0.01594853        
3586.54449       2.78819907       0.0164606661      
3586.74449       2.78804359       0.0164647834      
3586.94449       2.78788814       0.0163957911      
3587.14449       2.7877327        0.0164118118      
3587.34449       2.78757728       0.0160278742      
3587.54449       2.78742188       0.0161749588      
3587.74449       2.78726649       0.0156288055      
3587.94449       2.78711112       0.0164086858      
3588.14449       2.78695577       0.0161026564      
3588.34449       2.78680044       0.0162750773      
3588.54449       2.78664512       0.0164353078      
3588.74449       2.78648982       0.0164696889      
3588.94449       2.78633454       0.016467081       
3589.14449       2.78617928       0.0161942147      
3589.34449       2.78602403       0.0159286591      
3589.54449       2.7858688        0.0159438587      
3589.74449       2.78571359       0.0162707792      
3589.94449       2.78555839       0.0162123863      
3590.14449       2.78540321       0.0162379372      
3590.34449       2.78524805       0.016341851       
3590.54449       2.78509291       0.016340051       
3590.74449       2.78493778       0.0162050364      
3590.94449       2.78478267       0.0160769868      
3591.14449       2.78462758       0.0157023926      
3591.34449       2.78447251       0.0156430688      
3591.54449       2.78431745       0.0158107607      
3591.74449       2.78416241       0.0161966655      
3591.94449       2.78400739       0.0158655406      
3592.14449       2.78385238       0.0158853211      
3592.34449       2.7836974        0.0157372281      
3592.54449       2.78354242       0.0157321505      
3592.74449       2.78338747       0.0159421727      
3592.94449       2.78323253       0.0159855037      
3593.14449       2.78307762       0.0158260968      
3593.34449       2.78292271       0.0164497417      
3593.54449       2.78276783       0.0158454788      
3593.74449       2.78261296       0.0160334584      
3593.94449       2.78245811       0.0159467415      
3594.14449       2.78230328       0.01621786        
3594.34449       2.78214846       0.0161434083      
3594.54449       2.78199367       0.0159520727      
3594.74449       2.78183888       0.0158849377      
3594.94449       2.78168412       0.0159444375      
3595.14449       2.78152937       0.0158945986      
3595.34449       2.78137464       0.0164393595      
3595.54449       2.78121993       0.016444433       
3595.74449       2.78106524       0.0159995691      
3595.94449       2.78091056       0.0159071518      
3596.14449       2.7807559        0.0159524952      
3596.34449       2.78060125       0.0164030162      
3596.54449       2.78044663       0.0156437638      
3596.74449       2.78029202       0.0159347382      
3596.94449       2.78013743       0.0159280116      
3597.14449       2.77998285       0.0163159311      
3597.34449       2.7798283        0.0160344776      
3597.54449       2.77967375       0.0159548887      
3597.74449       2.77951923       0.0160455653      
3597.94449       2.77936473       0.016035837       
3598.14449       2.77921024       0.0162408754      
3598.34449       2.77905577       0.0162454841      
3598.54449       2.77890131       0.0162947874      
3598.74449       2.77874687       0.0162943242      
3598.94449       2.77859245       0.0161780623      
3599.14449       2.77843805       0.0163659356      
3599.34449       2.77828366       0.0162173725      
3599.54449       2.7781293        0.0162392796      
3599.74449       2.77797494       0.0162334819      
3599.94449       2.77782061       0.0162510385      
3600.14449       2.77766629       0.0161328293      
3600.34449       2.77751199       0.0161339614      
3600.54449       2.77735771       0.0155785375      
3600.74449       2.77720344       0.0158087961      
3600.94449       2.7770492        0.0162949248      
3601.14449       2.77689496       0.0163925658      
3601.34449       2.77674075       0.015579619       
3601.54449       2.77658655       0.0159057634      
3601.74449       2.77643237       0.0159285866      
3601.94449       2.77627821       0.0158616134      
3602.14449       2.77612406       0.0159124045      
3602.34449       2.77596994       0.0158421522      
3602.54449       2.77581582       0.016343634       
3602.74449       2.77566173       0.0162663143      
3602.94449       2.77550765       0.0159992093      
3603.14449       2.77535359       0.0163214763      
3603.34449       2.77519955       0.0160295018      
3603.54449       2.77504552       0.0160526134      
3603.74449       2.77489151       0.0156614007      
3603.94449       2.77473752       0.0159366565      
3604.14449       2.77458355       0.0159581708      
3604.34449       2.77442959       0.0158784499      
3604.54449       2.77427565       0.0155323945      
3604.74449       2.77412172       0.0154894022      
3604.94449       2.77396782       0.0159458006      
3605.14449       2.77381393       0.0159088593      
3605.34449       2.77366006       0.0162686731      
3605.54449       2.7735062        0.0160325854      
3605.74449       2.77335236       0.0160435859      
3605.94449       2.77319854       0.0160203507      
3606.14449       2.77304474       0.0160411365      
3606.34449       2.77289095       0.0158225941      
3606.54449       2.77273718       0.0157304402      
3606.74449       2.77258343       0.0156879336      
3606.94449       2.77242969       0.0158206719      
3607.14449       2.77227597       0.0164529066      
3607.34449       2.77212227       0.0164374998      
3607.54449       2.77196859       0.0163102095      
3607.74449       2.77181492       0.0160033733      
3607.94449       2.77166127       0.0158892475      
3608.14449       2.77150763       0.0162613642      
3608.34449       2.77135402       0.0158501629      
3608.54449       2.77120042       0.0160259091      
3608.74449       2.77104684       0.0159283187      
3608.94449       2.77089327       0.0160187645      
3609.14449       2.77073972       0.0158618256      
3609.34449       2.77058619       0.0164717186      
3609.54449       2.77043268       0.0164272512      
3609.74449       2.77027918       0.0160255759      
3609.94449       2.7701257        0.0161523359      
3610.14449       2.76997223       0.0158385367      
3610.34449       2.76981879       0.0162891897      
3610.54449       2.76966536       0.015868839       
3610.74449       2.76951195       0.0163192912      
3610.94449       2.76935855       0.0163187598      
3611.14449       2.76920517       0.0157935154      
3611.34449       2.76905181       0.0157945562      
3611.54449       2.76889847       0.0157154449      
3611.74449       2.76874514       0.0159832102      
3611.94449       2.76859183       0.015896266       
3612.14449       2.76843854       0.0162139259      
3612.34449       2.76828526       0.0158520604      
3612.54449       2.768132         0.0164586126      
3612.74449       2.76797876       0.0164585769      
