#wvn cm-1        wvl um           modulation
3095.94449       3.23003207       0.0159796336      
3096.14449       3.22982342       0.0160192534      
3096.34449       3.2296148        0.0155739981      
3096.54449       3.22940621       0.015607203       
3096.74449       3.22919764       0.0157059229      
3096.94449       3.2289891        0.0160049745      
3097.14449       3.22878059       0.0160156329      
3097.34449       3.2285721        0.0161397221      
3097.54449       3.22836364       0.0153908288      
3097.74449       3.22815521       0.0155074138      
3097.94449       3.2279468        0.0157261915      
3098.14449       3.22773842       0.0158803476      
3098.34449       3.22753007       0.0156020942      
3098.54449       3.22732174       0.0156109766      
3098.74449       3.22711344       0.015586846       
3098.94449       3.22690517       0.0159089779      
3099.14449       3.22669693       0.0155589957      
3099.34449       3.22648871       0.015821017       
3099.54449       3.22628052       0.0159934126      
3099.74449       3.22607235       0.0159926087      
3099.94449       3.22586422       0.0159498251      
3100.14449       3.22565611       0.0155564377      
3100.34449       3.22544802       0.0155305147      
3100.54449       3.22523996       0.0155474344      
3100.74449       3.22503193       0.0154951951      
3100.94449       3.22482393       0.0159614387      
3101.14449       3.22461595       0.0160643714      
3101.34449       3.22440801       0.0160095716      
3101.54449       3.22420008       0.0159820255      
3101.74449       3.22399219       0.0157542463      
3101.94449       3.22378432       0.0160299545      
3102.14449       3.22357648       0.0158525002      
3102.34449       3.22336866       0.0159052986      
3102.54449       3.22316087       0.0158373106      
3102.74449       3.22295311       0.0160297709      
3102.94449       3.22274537       0.0156016803      
3103.14449       3.22253767       0.0159830426      
3103.34449       3.22232998       0.0155289752      
3103.54449       3.22212233       0.0156427568      
3103.74449       3.2219147        0.015497483       
3103.94449       3.2217071        0.0156073076      
3104.14449       3.22149953       0.0154962757      
3104.34449       3.22129198       0.0156497373      
3104.54449       3.22108446       0.0155787313      
3104.74449       3.22087696       0.015664862       
3104.94449       3.22066949       0.015814254       
3105.14449       3.22046205       0.0158642491      
3105.34449       3.22025464       0.0154766169      
3105.54449       3.22004725       0.0157692837      
3105.74449       3.21983989       0.0155628519      
3105.94449       3.21963256       0.0158966707      
3106.14449       3.21942525       0.015880457       
3106.34449       3.21921797       0.015618527       
3106.54449       3.21901072       0.0157161187      
3106.74449       3.21880349       0.0155495082      
3106.94449       3.21859629       0.0155736968      
3107.14449       3.21838911       0.0161432901      
3107.34449       3.21818197       0.0159270272      
3107.54449       3.21797485       0.0159030929      
3107.74449       3.21776775       0.0156072442      
3107.94449       3.21756068       0.0156825181      
3108.14449       3.21735364       0.0156686286      
3108.34449       3.21714663       0.0160293158      
3108.54449       3.21693964       0.0155385315      
3108.74449       3.21673268       0.0157299322      
3108.94449       3.21652575       0.0156825306      
3109.14449       3.21631884       0.0154591235      
3109.34449       3.21611196       0.0158480885      
3109.54449       3.21590511       0.0157717786      
3109.74449       3.21569828       0.0158809728      
3109.94449       3.21549148       0.01596059        
3110.14449       3.2152847        0.01549549        
3110.34449       3.21507795       0.015978507       
3110.54449       3.21487123       0.0156318358      
3110.74449       3.21466454       0.0158557079      
3110.94449       3.21445787       0.0156957681      
3111.14449       3.21425123       0.0156970336      
3111.34449       3.21404461       0.0157674744      
3111.54449       3.21383803       0.0154976457      
3111.74449       3.21363146       0.0153969322      
3111.94449       3.21342493       0.0155840773      
3112.14449       3.21321842       0.0159455436      
3112.34449       3.21301194       0.0159873725      
3112.54449       3.21280548       0.0160460111      
3112.74449       3.21259905       0.0161461067      
3112.94449       3.21239265       0.0155782009      
3113.14449       3.21218627       0.0159272243      
3113.34449       3.21197992       0.0159261743      
3113.54449       3.2117736        0.015855755       
3113.74449       3.21156731       0.015914572       
3113.94449       3.21136104       0.0155503501      
3114.14449       3.21115479       0.0157863169      
3114.34449       3.21094857       0.0158735518      
3114.54449       3.21074238       0.0158844429      
3114.74449       3.21053622       0.0156267972      
3114.94449       3.21033008       0.0156879272      
3115.14449       3.21012397       0.0157624244      
3115.34449       3.20991789       0.0159255277      
3115.54449       3.20971183       0.0155308302      
3115.74449       3.2095058        0.0154965882      
3115.94449       3.20929979       0.0161090696      
3116.14449       3.20909381       0.0159083316      
3116.34449       3.20888786       0.0156026717      
3116.54449       3.20868193       0.0156701648      
3116.74449       3.20847603       0.0160566446      
3116.94449       3.20827016       0.0157379857      
3117.14449       3.20806431       0.0154420874      
3117.34449       3.20785849       0.0155710154      
3117.54449       3.2076527        0.0157362514      
3117.74449       3.20744693       0.0156228839      
3117.94449       3.20724119       0.0157982813      
3118.14449       3.20703548       0.016097507       
3118.34449       3.20682979       0.0156202857      
3118.54449       3.20662413       0.0153109627      
3118.74449       3.20641849       0.0156516437      
3118.94449       3.20621288       0.0160880952      
3119.14449       3.2060073        0.016095813       
3119.34449       3.20580174       0.0157888258      
3119.54449       3.20559621       0.0154880265      
3119.74449       3.20539071       0.0158431514      
3119.94449       3.20518523       0.0157658815      
3120.14449       3.20497978       0.0156918989      
3120.34449       3.20477436       0.0161102602      
3120.54449       3.20456896       0.0157316543      
3120.74449       3.20436358       0.0156344947      
3120.94449       3.20415824       0.0161144318      
3121.14449       3.20395292       0.0160624208      
3121.34449       3.20374763       0.0156829602      
3121.54449       3.20354236       0.0159621106      
3121.74449       3.20333712       0.0159760406      
3121.94449       3.2031319        0.0160545835      
3122.14449       3.20292672       0.0156529436      
3122.34449       3.20272156       0.0156590944      
3122.54449       3.20251642       0.0161115573      
3122.74449       3.20231131       0.0158440124      
3122.94449       3.20210623       0.0160291897      
3123.14449       3.20190117       0.0160087935      
3123.34449       3.20169614       0.0159560332      
3123.54449       3.20149114       0.0159586208      
3123.74449       3.20128616       0.0157011544      
3123.94449       3.20108121       0.0157808461      
3124.14449       3.20087628       0.0158854664      
3124.34449       3.20067138       0.015884135       
3124.54449       3.20046651       0.0156498053      
3124.74449       3.20026166       0.0157622459      
3124.94449       3.20005684       0.0157514276      
3125.14449       3.19985205       0.0161677078      
3125.34449       3.19964728       0.0161563146      
3125.54449       3.19944254       0.0158389582      
3125.74449       3.19923782       0.0156895171      
3125.94449       3.19903313       0.0156209007      
3126.14449       3.19882847       0.0158322689      
3126.34449       3.19862383       0.0158760435      
3126.54449       3.19841922       0.0159086981      
3126.74449       3.19821464       0.0159721995      
3126.94449       3.19801008       0.0160949342      
3127.14449       3.19780555       0.0155990367      
3127.34449       3.19760104       0.0154920951      
3127.54449       3.19739656       0.015850987       
3127.74449       3.19719211       0.0156965734      
3127.94449       3.19698768       0.0159047397      
3128.14449       3.19678328       0.0159785941      
3128.34449       3.1965789        0.0158830878      
3128.54449       3.19637455       0.0159199797      
3128.74449       3.19617023       0.0159345524      
3128.94449       3.19596593       0.0156143255      
3129.14449       3.19576166       0.0156260287      
3129.34449       3.19555742       0.0157011412      
3129.54449       3.1953532        0.0155370015      
3129.74449       3.19514901       0.0161044451      
3129.94449       3.19494484       0.0159406081      
3130.14449       3.1947407        0.015492009       
3130.34449       3.19453659       0.015810106       
3130.54449       3.1943325        0.0160226197      
3130.74449       3.19412844       0.0158675499      
3130.94449       3.1939244        0.0157660346      
3131.14449       3.19372039       0.0157572417      
3131.34449       3.19351641       0.0160606049      
3131.54449       3.19331245       0.0160690145      
3131.74449       3.19310852       0.0157305831      
3131.94449       3.19290461       0.0157707881      
3132.14449       3.19270073       0.0157237503      
3132.34449       3.19249688       0.0157389043      
3132.54449       3.19229305       0.0156361583      
3132.74449       3.19208925       0.0153904331      
3132.94449       3.19188547       0.0154049826      
3133.14449       3.19168172       0.0160711509      
3133.34449       3.191478         0.0155868581      
3133.54449       3.1912743        0.0159434736      
3133.74449       3.19107063       0.0159432724      
3133.94449       3.19086698       0.0155692528      
3134.14449       3.19066336       0.0154110847      
3134.34449       3.19045977       0.0153809953      
3134.54449       3.1902562        0.0159889812      
3134.74449       3.19005266       0.0160306338      
3134.94449       3.18984914       0.0157286412      
3135.14449       3.18964566       0.0161859617      
3135.34449       3.18944219       0.0158809622      
3135.54449       3.18923875       0.0159044864      
3135.74449       3.18903534       0.0156978664      
3135.94449       3.18883196       0.0157936223      
3136.14449       3.1886286        0.0156058957      
3136.34449       3.18842526       0.015868766       
3136.54449       3.18822195       0.0157364721      
3136.74449       3.18801867       0.0154626741      
3136.94449       3.18781541       0.0155725051      
3137.14449       3.18761218       0.0155213011      
3137.34449       3.18740898       0.0155358337      
3137.54449       3.1872058        0.0154260557      
3137.74449       3.18700265       0.0159192964      
3137.94449       3.18679952       0.0155359152      
3138.14449       3.18659642       0.0159529697      
3138.34449       3.18639335       0.0156975941      
3138.54449       3.1861903        0.0156785062      
3138.74449       3.18598727       0.015538179       
3138.94449       3.18578428       0.0158097482      
3139.14449       3.1855813        0.0160512448      
3139.34449       3.18537836       0.0160394963      
3139.54449       3.18517544       0.0158712053      
3139.74449       3.18497255       0.0159251266      
3139.94449       3.18476968       0.0155244358      
3140.14449       3.18456684       0.0160215451      
3140.34449       3.18436402       0.015523405       
3140.54449       3.18416123       0.0158780413      
3140.74449       3.18395846       0.0154824129      
3140.94449       3.18375572       0.0153668871      
3141.14449       3.18355301       0.0157732829      
3141.34449       3.18335032       0.0157283917      
3141.54449       3.18314766       0.0156339303      
3141.74449       3.18294503       0.015649957       
3141.94449       3.18274242       0.0156438902      
3142.14449       3.18253983       0.0159083174      
3142.34449       3.18233727       0.01590461        
3142.54449       3.18213474       0.0155696266      
3142.74449       3.18193224       0.0158079163      
3142.94449       3.18172975       0.0158847042      
3143.14449       3.1815273        0.0153475165      
3143.34449       3.18132487       0.0156675991      
3143.54449       3.18112247       0.0156855461      
3143.74449       3.18092009       0.0157542466      
3143.94449       3.18071774       0.0157915574      
3144.14449       3.18051541       0.0155214858      
3144.34449       3.18031311       0.0157611568      
3144.54449       3.18011083       0.0155207647      
3144.74449       3.17990858       0.0155759771      
3144.94449       3.17970636       0.015620772       
3145.14449       3.17950416       0.0157767809      
3145.34449       3.17930199       0.0159006638      
3145.54449       3.17909985       0.0158675166      
3145.74449       3.17889772       0.0158413834      
3145.94449       3.17869563       0.0159707707      
3146.14449       3.17849356       0.0159706641      
3146.34449       3.17829152       0.0156557376      
3146.54449       3.1780895        0.0158963838      
3146.74449       3.17788751       0.0157258315      
3146.94449       3.17768554       0.0156128658      
3147.14449       3.1774836        0.0159228401      
3147.34449       3.17728168       0.0155552889      
3147.54449       3.17707979       0.0156926787      
3147.74449       3.17687793       0.0157631114      
3147.94449       3.17667609       0.0158970253      
3148.14449       3.17647428       0.0158083514      
3148.34449       3.17627249       0.016160851       
3148.54449       3.17607073       0.0161295794      
3148.74449       3.175869         0.0156543835      
3148.94449       3.17566729       0.0155725812      
3149.14449       3.1754656        0.0155245792      
3149.34449       3.17526394       0.0161424392      
3149.54449       3.17506231       0.0159147594      
3149.74449       3.1748607        0.0159923496      
3149.94449       3.17465912       0.0156858598      
3150.14449       3.17445756       0.0158433685      
3150.34449       3.17425603       0.0158903304      
3150.54449       3.17405453       0.0157329609      
3150.74449       3.17385305       0.0155116187      
3150.94449       3.17365159       0.0156169086      
3151.14449       3.17345016       0.0157012277      
3151.34449       3.17324876       0.0158342589      
3151.54449       3.17304738       0.0158149818      
3151.74449       3.17284603       0.0158210285      
3151.94449       3.17264471       0.0157336278      
3152.14449       3.17244341       0.0159031387      
3152.34449       3.17224213       0.0159743247      
3152.54449       3.17204088       0.0160566911      
3152.74449       3.17183966       0.0158294081      
3152.94449       3.17163846       0.015778902       
3153.14449       3.17143729       0.0162215855      
3153.34449       3.17123614       0.0159205782      
3153.54449       3.17103502       0.0155304577      
3153.74449       3.17083392       0.0157220362      
3153.94449       3.17063285       0.0156824508      
3154.14449       3.1704318        0.0155844008      
3154.34449       3.17023078       0.0157260425      
3154.54449       3.17002979       0.0157093613      
3154.74449       3.16982882       0.0158184171      
3154.94449       3.16962788       0.0156742057      
3155.14449       3.16942696       0.0155423676      
3155.34449       3.16922606       0.0157500164      
3155.54449       3.1690252        0.0158822771      
3155.74449       3.16882436       0.0159398428      
3155.94449       3.16862354       0.0157296448      
3156.14449       3.16842275       0.0158735171      
3156.34449       3.16822198       0.015838742       
3156.54449       3.16802124       0.0158076942      
3156.74449       3.16782053       0.016052973       
3156.94449       3.16761984       0.015597835       
3157.14449       3.16741918       0.0157104577      
3157.34449       3.16721854       0.0157770849      
3157.54449       3.16701793       0.015897119       
3157.74449       3.16681734       0.0159177136      
3157.94449       3.16661678       0.0157381585      
3158.14449       3.16641624       0.0157030285      
3158.34449       3.16621573       0.0159001575      
3158.54449       3.16601524       0.0158115537      
3158.74449       3.16581478       0.015569371       
3158.94449       3.16561435       0.0159792902      
3159.14449       3.16541394       0.0158393853      
3159.34449       3.16521355       0.0157804337      
3159.54449       3.16501319       0.0157917197      
3159.74449       3.16481286       0.0157210278      
3159.94449       3.16461255       0.0156106171      
3160.14449       3.16441227       0.0155942341      
3160.34449       3.16421201       0.0156104154      
3160.54449       3.16401178       0.0156356575      
3160.74449       3.16381157       0.0156432345      
3160.94449       3.16361139       0.01547271        
3161.14449       3.16341124       0.0158035011      
3161.34449       3.16321111       0.0157934078      
3161.54449       3.163011         0.0154241706      
3161.74449       3.16281092       0.0156275902      
3161.94449       3.16261087       0.0155316564      
3162.14449       3.16241084       0.015995308       
3162.34449       3.16221083       0.0159961474      
3162.54449       3.16201085       0.0157607151      
3162.74449       3.1618109        0.0157965046      
3162.94449       3.16161097       0.0156027917      
3163.14449       3.16141107       0.015863319       
3163.34449       3.16121119       0.0158937411      
3163.54449       3.16101134       0.0154677546      
3163.74449       3.16081151       0.0157155345      
3163.94449       3.16061171       0.0158610934      
3164.14449       3.16041193       0.0160907248      
3164.34449       3.16021218       0.0159543968      
3164.54449       3.16001245       0.0160084647      
3164.74449       3.15981275       0.0156875695      
3164.94449       3.15961308       0.015793521       
3165.14449       3.15941343       0.0157964051      
3165.34449       3.1592138        0.0154816241      
3165.54449       3.1590142        0.0159851709      
3165.74449       3.15881463       0.0158295209      
3165.94449       3.15861508       0.0157412513      
3166.14449       3.15841555       0.0156969525      
3166.34449       3.15821605       0.0157870467      
3166.54449       3.15801658       0.0161228686      
3166.74449       3.15781713       0.0157715036      
3166.94449       3.15761771       0.0157594618      
3167.14449       3.15741831       0.0158614849      
3167.34449       3.15721894       0.0158358142      
3167.54449       3.15701959       0.01590464        
3167.74449       3.15682027       0.0157140816      
3167.94449       3.15662097       0.0158293038      
3168.14449       3.15642169       0.0157251647      
3168.34449       3.15622245       0.0156286299      
3168.54449       3.15602323       0.0156118776      
3168.74449       3.15582403       0.0156760416      
3168.94449       3.15562486       0.0158546883      
3169.14449       3.15542571       0.0157891808      
3169.34449       3.15522659       0.0159115716      
3169.54449       3.15502749       0.015716319       
3169.74449       3.15482842       0.0157027478      
3169.94449       3.15462937       0.0159404392      
3170.14449       3.15443035       0.0160221442      
3170.34449       3.15423136       0.0159438748      
3170.54449       3.15403239       0.0155264954      
3170.74449       3.15383344       0.0156734404      
3170.94449       3.15363452       0.0159127133      
3171.14449       3.15343562       0.0158209483      
3171.34449       3.15323675       0.0157331093      
3171.54449       3.15303791       0.0156235574      
3171.74449       3.15283909       0.0157211226      
3171.94449       3.15264029       0.0158256045      
3172.14449       3.15244152       0.015812718       
3172.34449       3.15224278       0.015817769       
3172.54449       3.15204406       0.0157477149      
3172.74449       3.15184536       0.0159331713      
3172.94449       3.15164669       0.0157223825      
3173.14449       3.15144805       0.0158047728      
3173.34449       3.15124943       0.0157686584      
3173.54449       3.15105083       0.0154651788      
3173.74449       3.15085226       0.0156001151      
3173.94449       3.15065372       0.0158360328      
3174.14449       3.1504552        0.0155012745      
3174.34449       3.1502567        0.0154832506      
3174.54449       3.15005823       0.0157086634      
3174.74449       3.14985979       0.0159588054      
3174.94449       3.14966137       0.0157242276      
3175.14449       3.14946297       0.0161820219      
3175.34449       3.1492646        0.0160064117      
3175.54449       3.14906626       0.0159974753      
3175.74449       3.14886794       0.0156941591      
3175.94449       3.14866964       0.0162448205      
3176.14449       3.14847137       0.0157773225      
3176.34449       3.14827313       0.0157383765      
3176.54449       3.14807491       0.0156931439      
3176.74449       3.14787671       0.015865913       
3176.94449       3.14767854       0.0157233563      
3177.14449       3.1474804        0.0159185871      
3177.34449       3.14728228       0.0161239217      
3177.54449       3.14708418       0.0155959377      
3177.74449       3.14688611       0.0157079928      
3177.94449       3.14668807       0.0156452449      
3178.14449       3.14649005       0.0159840578      
3178.34449       3.14629205       0.0160084232      
3178.54449       3.14609408       0.0157238756      
3178.74449       3.14589613       0.0157244822      
3178.94449       3.14569821       0.0158586437      
3179.14449       3.14550032       0.0158578396      
3179.34449       3.14530245       0.0156287356      
3179.54449       3.1451046        0.015758403       
3179.74449       3.14490678       0.0159267398      
3179.94449       3.14470898       0.0157403121      
3180.14449       3.14451121       0.0157392657      
3180.34449       3.14431346       0.0157066793      
3180.54449       3.14411574       0.0159893554      
3180.74449       3.14391805       0.015665646       
3180.94449       3.14372037       0.0157319362      
3181.14449       3.14352273       0.0162558443      
3181.34449       3.1433251        0.0157174982      
3181.54449       3.14312751       0.015746446       
3181.74449       3.14292993       0.0158167126      
3181.94449       3.14273239       0.0158053259      
3182.14449       3.14253486       0.0157337695      
3182.34449       3.14233737       0.0158593109      
3182.54449       3.14213989       0.015791331       
3182.74449       3.14194244       0.0159420873      
3182.94449       3.14174502       0.0160196114      
3183.14449       3.14154762       0.0158892705      
3183.34449       3.14135025       0.015908768       
3183.54449       3.1411529        0.0158717583      
3183.74449       3.14095557       0.0158231936      
3183.94449       3.14075827       0.015760515       
3184.14449       3.140561         0.0159877186      
3184.34449       3.14036375       0.0158203649      
3184.54449       3.14016652       0.0158488321      
3184.74449       3.13996932       0.0158277539      
3184.94449       3.13977215       0.015835991       
3185.14449       3.139575         0.0160108118      
3185.34449       3.13937787       0.0160626062      
3185.54449       3.13918077       0.0157155931      
3185.74449       3.13898369       0.0157863912      
3185.94449       3.13878664       0.0157082665      
3186.14449       3.13858961       0.0157018569      
3186.34449       3.13839261       0.0158729906      
3186.54449       3.13819563       0.0156502395      
3186.74449       3.13799868       0.0158550452      
3186.94449       3.13780175       0.0159839249      
3187.14449       3.13760485       0.0158362856      
3187.34449       3.13740797       0.0158046935      
3187.54449       3.13721111       0.0161437531      
3187.74449       3.13701428       0.0156239561      
3187.94449       3.13681748       0.0154884588      
3188.14449       3.1366207        0.0155064356      
3188.34449       3.13642394       0.0155533984      
3188.54449       3.13622721       0.0154804286      
3188.74449       3.13603051       0.0157820934      
3188.94449       3.13583383       0.0159780708      
3189.14449       3.13563717       0.0159292162      
3189.34449       3.13544054       0.0159169649      
3189.54449       3.13524393       0.015696122       
3189.74449       3.13504735       0.0157568385      
3189.94449       3.13485079       0.0158032815      
3190.14449       3.13465426       0.0155181927      
3190.34449       3.13445775       0.0159779528      
3190.54449       3.13426126       0.0155491761      
3190.74449       3.1340648        0.0157887464      
3190.94449       3.13386837       0.016159656       
3191.14449       3.13367196       0.0161610759      
3191.34449       3.13347557       0.0157234003      
3191.54449       3.13327921       0.0157043025      
3191.74449       3.13308287       0.0159066559      
3191.94449       3.13288656       0.0160242796      
3192.14449       3.13269028       0.0161634055      
3192.34449       3.13249401       0.016133899       
3192.54449       3.13229777       0.0156530391      
3192.74449       3.13210156       0.0156707481      
3192.94449       3.13190537       0.0156209291      
3193.14449       3.13170921       0.0158547696      
3193.34449       3.13151307       0.0158052865      
3193.54449       3.13131695       0.0159190386      
3193.74449       3.13112086       0.0155154784      
3193.94449       3.1309248        0.0157936417      
3194.14449       3.13072875       0.0158447166      
3194.34449       3.13053274       0.015715892       
3194.54449       3.13033675       0.0158188726      
3194.74449       3.13014078       0.0159389568      
3194.94449       3.12994483       0.0154924765      
3195.14449       3.12974891       0.0158066474      
3195.34449       3.12955302       0.015866616       
3195.54449       3.12935715       0.0159289315      
3195.74449       3.12916131       0.015913022       
3195.94449       3.12896548       0.0158021339      
3196.14449       3.12876969       0.0158867028      
3196.34449       3.12857392       0.0157347865      
3196.54449       3.12837817       0.0157276527      
3196.74449       3.12818245       0.0158567703      
3196.94449       3.12798675       0.0156314084      
3197.14449       3.12779107       0.0156019924      
3197.34449       3.12759543       0.0156314798      
3197.54449       3.1273998        0.0156996487      
3197.74449       3.1272042        0.0156856177      
3197.94449       3.12700862       0.016088881       
3198.14449       3.12681307       0.0155951625      
3198.34449       3.12661755       0.0157314241      
3198.54449       3.12642204       0.0155906884      
3198.74449       3.12622657       0.015579243       
3198.94449       3.12603111       0.0155746844      
3199.14449       3.12583568       0.0158004996      
3199.34449       3.12564028       0.0157021502      
3199.54449       3.1254449        0.0156609818      
3199.74449       3.12524954       0.0158499818      
3199.94449       3.12505421       0.0158359827      
3200.14449       3.1248589        0.015691581       
3200.34449       3.12466362       0.0158608439      
3200.54449       3.12446836       0.0157567203      
3200.74449       3.12427313       0.0156533995      
3200.94449       3.12407792       0.0160423593      
3201.14449       3.12388273       0.0159795814      
3201.34449       3.12368757       0.0156424968      
3201.54449       3.12349244       0.0156724763      
3201.74449       3.12329732       0.0156758682      
3201.94449       3.12310224       0.0160196871      
3202.14449       3.12290717       0.0162407714      
3202.34449       3.12271214       0.0155708566      
3202.54449       3.12251712       0.0159028776      
3202.74449       3.12232213       0.015881972       
3202.94449       3.12212717       0.0157533929      
3203.14449       3.12193222       0.015569236       
3203.34449       3.12173731       0.0158351178      
3203.54449       3.12154241       0.0162804886      
3203.74449       3.12134755       0.0156631264      
3203.94449       3.1211527        0.0159934396      
3204.14449       3.12095788       0.0157275884      
3204.34449       3.12076309       0.0158676225      
3204.54449       3.12056832       0.015885086       
3204.74449       3.12037357       0.0158096185      
3204.94449       3.12017885       0.0155782147      
3205.14449       3.11998415       0.0158458787      
3205.34449       3.11978947       0.0157226846      
3205.54449       3.11959482       0.0155847728      
3205.74449       3.1194002        0.0156027718      
3205.94449       3.1192056        0.0158516639      
3206.14449       3.11901102       0.0157575352      
3206.34449       3.11881647       0.0156969265      
3206.54449       3.11862194       0.0158604158      
3206.74449       3.11842744       0.0158880666      
3206.94449       3.11823296       0.0159037243      
3207.14449       3.1180385        0.0156234092      
3207.34449       3.11784407       0.0158548709      
3207.54449       3.11764966       0.0160121561      
3207.74449       3.11745528       0.0158587651      
3207.94449       3.11726092       0.015517724       
3208.14449       3.11706659       0.0155204118      
3208.34449       3.11687228       0.015499191       
3208.54449       3.11667799       0.0156766134      
3208.74449       3.11648373       0.0161579314      
3208.94449       3.11628949       0.0161579154      
3209.14449       3.11609528       0.0156822887      
3209.34449       3.11590109       0.0156165672      
3209.54449       3.11570693       0.0153833813      
3209.74449       3.11551279       0.0159731279      
3209.94449       3.11531867       0.0159824428      
3210.14449       3.11512458       0.016014077       
3210.34449       3.11493051       0.0158373459      
3210.54449       3.11473647       0.015719861       
3210.74449       3.11454245       0.0159326615      
3210.94449       3.11434845       0.0160007355      
3211.14449       3.11415448       0.0157095666      
3211.34449       3.11396053       0.0159086131      
3211.54449       3.11376661       0.0160469725      
3211.74449       3.11357271       0.0160733533      
3211.94449       3.11337884       0.0158003814      
3212.14449       3.11318499       0.0156643909      
3212.34449       3.11299116       0.0159787812      
3212.54449       3.11279736       0.015704877       
3212.74449       3.11260358       0.0158662049      
3212.94449       3.11240983       0.0156916488      
3213.14449       3.1122161        0.0157045352      
3213.34449       3.11202239       0.0160278128      
3213.54449       3.11182871       0.0159723148      
3213.74449       3.11163505       0.0160494306      
3213.94449       3.11144142       0.0156994724      
3214.14449       3.11124781       0.0161299657      
3214.34449       3.11105422       0.0159775735      
3214.54449       3.11086066       0.0157564089      
3214.74449       3.11066713       0.0159914822      
3214.94449       3.11047361       0.0157845759      
3215.14449       3.11028012       0.0157743642      
3215.34449       3.11008666       0.0159806183      
3215.54449       3.10989322       0.0159159653      
3215.74449       3.1096998        0.0157001797      
3215.94449       3.10950641       0.0157489304      
3216.14449       3.10931304       0.0158020685      
3216.34449       3.1091197        0.0160030075      
3216.54449       3.10892637       0.0158989382      
3216.74449       3.10873308       0.0159163182      
3216.94449       3.10853981       0.0157511343      
3217.14449       3.10834656       0.0158274293      
3217.34449       3.10815333       0.0156123021      
3217.54449       3.10796013       0.0159802221      
3217.74449       3.10776696       0.015883305       
3217.94449       3.1075738        0.0157360192      
3218.14449       3.10738068       0.0157806907      
3218.34449       3.10718757       0.0156238195      
3218.54449       3.10699449       0.0157785311      
3218.74449       3.10680144       0.0160128415      
3218.94449       3.1066084        0.0160042621      
3219.14449       3.10641539       0.0158463994      
3219.34449       3.10622241       0.0160517572      
3219.54449       3.10602945       0.016031557       
3219.74449       3.10583651       0.0159144495      
3219.94449       3.1056436        0.0158763561      
3220.14449       3.10545071       0.0159760383      
3220.34449       3.10525785       0.0159837856      
3220.54449       3.10506501       0.0160757729      
3220.74449       3.10487219       0.0158433379      
3220.94449       3.1046794        0.0158340283      
3221.14449       3.10448663       0.0155562917      
3221.34449       3.10429388       0.0159853016      
3221.54449       3.10410116       0.0156664707      
3221.74449       3.10390847       0.0155711036      
3221.94449       3.10371579       0.0155969783      
3222.14449       3.10352314       0.0158909238      
3222.34449       3.10333052       0.015771749       
3222.54449       3.10313792       0.0158182604      
3222.74449       3.10294534       0.0156135603      
3222.94449       3.10275279       0.0156538001      
3223.14449       3.10256026       0.015818773       
3223.34449       3.10236775       0.0158534979      
3223.54449       3.10217527       0.0159280345      
3223.74449       3.10198281       0.0154993479      
3223.94449       3.10179038       0.0154398726      
3224.14449       3.10159797       0.0155547742      
3224.34449       3.10140558       0.0156431869      
3224.54449       3.10121322       0.0155248917      
3224.74449       3.10102088       0.0155763911      
3224.94449       3.10082857       0.0157008155      
3225.14449       3.10063628       0.015793848       
3225.34449       3.10044401       0.0156571816      
3225.54449       3.10025177       0.0158955067      
3225.74449       3.10005955       0.0160544662      
3225.94449       3.09986735       0.0154595429      
3226.14449       3.09967518       0.0160001759      
3226.34449       3.09948303       0.0156786058      
3226.54449       3.09929091       0.0155951811      
3226.74449       3.09909881       0.0156939064      
3226.94449       3.09890673       0.0157500539      
3227.14449       3.09871468       0.0156564272      
3227.34449       3.09852265       0.0157722613      
3227.54449       3.09833064       0.0161089537      
3227.74449       3.09813866       0.0158976241      
3227.94449       3.09794671       0.0159353073      
3228.14449       3.09775477       0.0159827742      
3228.34449       3.09756286       0.0159937478      
3228.54449       3.09737098       0.0158065979      
3228.74449       3.09717911       0.0156479175      
3228.94449       3.09698728       0.0158815189      
3229.14449       3.09679546       0.01629158        
3229.34449       3.09660367       0.0157652523      
3229.54449       3.0964119        0.0156114065      
3229.74449       3.09622016       0.015831583       
3229.94449       3.09602844       0.0160134799      
3230.14449       3.09583674       0.0158843876      
3230.34449       3.09564507       0.0161359124      
3230.54449       3.09545342       0.0162641738      
3230.74449       3.0952618        0.0159140122      
3230.94449       3.0950702        0.0162387856      
3231.14449       3.09487862       0.0162392299      
3231.34449       3.09468707       0.0159952838      
3231.54449       3.09449554       0.0159934367      
3231.74449       3.09430403       0.0157999561      
3231.94449       3.09411255       0.015834836       
3232.14449       3.09392109       0.015730134       
3232.34449       3.09372965       0.0158804435      
3232.54449       3.09353824       0.0158283672      
3232.74449       3.09334685       0.0161485934      
3232.94449       3.09315549       0.0161752568      
3233.14449       3.09296415       0.0159779584      
3233.34449       3.09277283       0.0157515488      
3233.54449       3.09258154       0.0159581526      
3233.74449       3.09239027       0.015846197       
3233.94449       3.09219903       0.0159844295      
3234.14449       3.0920078        0.01600088        
3234.34449       3.09181661       0.0158362835      
3234.54449       3.09162543       0.0160383721      
3234.74449       3.09143428       0.0159676332      
3234.94449       3.09124315       0.015772155       
3235.14449       3.09105205       0.0156202023      
3235.34449       3.09086097       0.015995827       
3235.54449       3.09066991       0.0157980534      
3235.74449       3.09047888       0.015712925       
3235.94449       3.09028787       0.0156825211      
3236.14449       3.09009688       0.0157697851      
3236.34449       3.08990592       0.0159061041      
