#Wvn[cm-1]  Maximum_calculated_depth
#Wavenumber (cm-1)  Radius at max. calculated depth (cm)
3105.74449          9666169000
3105.94449          9746169000
3106.14449          9736169000
3106.34449          9676169000
3106.54449          9706169000
3106.74449          9656169000
3106.94449          9666169000
3107.14449          9836169000
3107.34449          9746169000
3107.54449          9736169000
3107.74449          9676169000
3107.94449          9696169000
3108.14449          9696169000
3108.34449          9786169000
3108.54449          9656169000
3108.74449          9696169000
3108.94449          9676169000
3109.14449          9636169000
3109.34449          9726169000
3109.54449          9696169000
3109.74449          9736169000
3109.94449          9766169000
3110.14449          9646169000
3110.34449          9766169000
3110.54449          9676169000
3110.74449          9736169000
3110.94449          9696169000
3111.14449          9706169000
3111.34449          9716169000
3111.54449          9636169000
3111.74449          9616169000
3111.94449          9666169000
3112.14449          9756169000
3112.34449          9766169000
3112.54449          9796169000
3112.74449          9836169000
3112.94449          9656169000
3113.14449          9756169000
3113.34449          9756169000
3113.54449          9726169000
3113.74449          9756169000
3113.94449          9646169000
3114.14449          9706169000
3114.34449          9746169000
3114.54449          9726169000
3114.74449          9666169000
3114.94449          9696169000
3115.14449          9706169000
3115.34449          9756169000
3115.54449          9646169000
3115.74449          9636169000
3115.94449          9806169000
3116.14449          9746169000
3116.34449          9656169000
3116.54449          9686169000
3116.74449          9796169000
3116.94449          9696169000
3117.14449          9606169000
3117.34449          9656169000
3117.54449          9706169000
3117.74449          9666169000
3117.94449          9726169000
3118.14449          9806169000
3118.34449          9666169000
3118.54449          9586169000
3118.74449          9676169000
3118.94449          9806169000
3119.14449          9806169000
3119.34449          9696169000
3119.54449          9626169000
3119.74449          9736169000
3119.94449          9706169000
3120.14449          9696169000
3120.34449          9816169000
3120.54449          9706169000
3120.74449          9676169000
3120.94449          9826169000
3121.14449          9806169000
3121.34449          9686169000
3121.54449          9766169000
3121.74449          9766169000
3121.94449          9806169000
3122.14449          9686169000
3122.34449          9686169000
3122.54449          9806169000
3122.74449          9736169000
3122.94449          9786169000
3123.14449          9776169000
3123.34449          9756169000
3123.54449          9766169000
3123.74449          9696169000
3123.94449          9726169000
3124.14449          9746169000
3124.34449          9746169000
3124.54449          9686169000
3124.74449          9716169000
3124.94449          9716169000
3125.14449          9836169000
3125.34449          9836169000
3125.54449          9726169000
3125.74449          9696169000
3125.94449          9676169000
3126.14449          9716169000
3126.34449          9746169000
3126.54449          9746169000
3126.74449          9766169000
3126.94449          9806169000
3127.14449          9666169000
3127.34449          9646169000
3127.54449          9726169000
3127.74449          9696169000
3127.94449          9746169000
3128.14449          9766169000
3128.34449          9746169000
3128.54449          9746169000
3128.74449          9756169000
3128.94449          9676169000
3129.14449          9666169000
3129.34449          9696169000
3129.54449          9646169000
3129.74449          9816169000
3129.94449          9766169000
3130.14449          9646169000
3130.34449          9726169000
3130.54449          9786169000
3130.74449          9746169000
3130.94449          9716169000
3131.14449          9716169000
3131.34449          9806169000
3131.54449          9806169000
3131.74449          9706169000
3131.94449          9716169000
3132.14449          9706169000
3132.34449          9716169000
3132.54449          9676169000
3132.74449          9606169000
3132.94449          9616169000
3133.14449          9796169000
3133.34449          9666169000
3133.54449          9756169000
3133.74449          9756169000
3133.94449          9666169000
3134.14449          9606169000
3134.34449          9606169000
3134.54449          9776169000
3134.74449          9786169000
3134.94449          9706169000
3135.14449          9846169000
3135.34449          9736169000
3135.54449          9746169000
3135.74449          9696169000
3135.94449          9726169000
3136.14449          9676169000
3136.34449          9736169000
3136.54449          9696169000
3136.74449          9626169000
3136.94449          9666169000
3137.14449          9646169000
3137.34449          9646169000
3137.54449          9626169000
3137.74449          9766169000
3137.94449          9656169000
3138.14449          9776169000
3138.34449          9696169000
3138.54449          9696169000
3138.74449          9656169000
3138.94449          9736169000
3139.14449          9796169000
3139.34449          9796169000
3139.54449          9746169000
3139.74449          9756169000
3139.94449          9656169000
3140.14449          9786169000
3140.34449          9646169000
3140.54449          9736169000
3140.74449          9626169000
3140.94449          9606169000
3141.14449          9716169000
3141.34449          9706169000
3141.54449          9676169000
3141.74449          9676169000
3141.94449          9666169000
3142.14449          9746169000
3142.34449          9746169000
3142.54449          9646169000
3142.74449          9716169000
3142.94449          9746169000
3143.14449          9596169000
3143.34449          9686169000
3143.54449          9696169000
3143.74449          9716169000
3143.94449          9726169000
3144.14449          9646169000
3144.34449          9706169000
3144.54449          9656169000
3144.74449          9666169000
3144.94449          9676169000
3145.14449          9716169000
3145.34449          9756169000
3145.54449          9736169000
3145.74449          9736169000
3145.94449          9766169000
3146.14449          9766169000
3146.34449          9676169000
3146.54449          9756169000
3146.74449          9706169000
3146.94449          9676169000
3147.14449          9756169000
3147.34449          9656169000
3147.54449          9696169000
3147.74449          9716169000
3147.94449          9746169000
3148.14449          9736169000
3148.34449          9836169000
3148.54449          9826169000
3148.74449          9666169000
3148.94449          9656169000
3149.14449          9646169000
3149.34449          9836169000
3149.54449          9756169000
3149.74449          9776169000
3149.94449          9696169000
3150.14449          9746169000
3150.34449          9746169000
3150.54449          9706169000
3150.74449          9646169000
3150.94449          9676169000
3151.14449          9686169000
3151.34449          9726169000
3151.54449          9716169000
3151.74449          9736169000
3151.94449          9706169000
3152.14449          9746169000
3152.34449          9766169000
3152.54449          9796169000
3152.74449          9726169000
3152.94449          9716169000
3153.14449          9856169000
3153.34449          9756169000
3153.54449          9636169000
3153.74449          9696169000
3153.94449          9696169000
3154.14449          9666169000
3154.34449          9696169000
3154.54449          9686169000
3154.74449          9726169000
3154.94449          9696169000
3155.14449          9656169000
3155.34449          9716169000
3155.54449          9756169000
3155.74449          9766169000
3155.94449          9696169000
3156.14449          9736169000
3156.34449          9746169000
3156.54449          9736169000
3156.74449          9806169000
3156.94449          9676169000
3157.14449          9696169000
3157.34449          9716169000
3157.54449          9756169000
3157.74449          9756169000
3157.94449          9696169000
3158.14449          9696169000
3158.34449          9756169000
3158.54449          9726169000
3158.74449          9656169000
3158.94449          9776169000
3159.14449          9746169000
3159.34449          9726169000
3159.54449          9726169000
3159.74449          9696169000
3159.94449          9666169000
3160.14449          9666169000
3160.34449          9676169000
3160.54449          9686169000
3160.74449          9676169000
3160.94449          9636169000
3161.14449          9736169000
3161.34449          9726169000
3161.54449          9616169000
3161.74449          9686169000
3161.94449          9646169000
3162.14449          9776169000
3162.34449          9776169000
3162.54449          9706169000
3162.74449          9716169000
3162.94449          9666169000
3163.14449          9736169000
3163.34449          9756169000
3163.54449          9616169000
3163.74449          9706169000
3163.94449          9746169000
3164.14449          9816169000
3164.34449          9766169000
3164.54449          9786169000
3164.74449          9696169000
3164.94449          9726169000
3165.14449          9726169000
3165.34449          9636169000
3165.54449          9776169000
3165.74449          9726169000
3165.94449          9716169000
3166.14449          9686169000
3166.34449          9726169000
3166.54449          9826169000
3166.74449          9716169000
3166.94449          9716169000
3167.14449          9756169000
3167.34449          9716169000
3167.54449          9756169000
3167.74449          9696169000
3167.94449          9726169000
3168.14449          9706169000
3168.34449          9676169000
3168.54449          9676169000
3168.74449          9686169000
3168.94449          9746169000
3169.14449          9726169000
3169.34449          9756169000
3169.54449          9696169000
3169.74449          9686169000
3169.94449          9756169000
3170.14449          9786169000
3170.34449          9766169000
3170.54449          9646169000
3170.74449          9696169000
3170.94449          9756169000
3171.14449          9726169000
3171.34449          9706169000
3171.54449          9666169000
3171.74449          9696169000
3171.94449          9736169000
3172.14449          9726169000
3172.34449          9726169000
3172.54449          9706169000
3172.74449          9766169000
3172.94449          9696169000
3173.14449          9716169000
3173.34449          9706169000
3173.54449          9626169000
3173.74449          9666169000
3173.94449          9736169000
3174.14449          9636169000
3174.34449          9646169000
3174.54449          9706169000
3174.74449          9766169000
3174.94449          9696169000
3175.14449          9846169000
3175.34449          9786169000
3175.54449          9786169000
3175.74449          9696169000
3175.94449          9866169000
3176.14449          9716169000
3176.34449          9706169000
3176.54449          9696169000
3176.74449          9746169000
3176.94449          9706169000
3177.14449          9766169000
3177.34449          9826169000
3177.54449          9666169000
3177.74449          9696169000
3177.94449          9676169000
3178.14449          9766169000
3178.34449          9776169000
3178.54449          9706169000
3178.74449          9706169000
3178.94449          9736169000
3179.14449          9726169000
3179.34449          9676169000
3179.54449          9706169000
3179.74449          9766169000
3179.94449          9706169000
3180.14449          9706169000
3180.34449          9696169000
3180.54449          9796169000
3180.74449          9676169000
3180.94449          9706169000
3181.14449          9866169000
3181.34449          9706169000
3181.54449          9706169000
3181.74449          9736169000
3181.94449          9716169000
3182.14449          9696169000
3182.34449          9726169000
3182.54449          9726169000
3182.74449          9756169000
3182.94449          9796169000
3183.14449          9756169000
3183.34449          9756169000
3183.54449          9746169000
3183.74449          9736169000
3183.94449          9716169000
3184.14449          9776169000
3184.34449          9726169000
3184.54449          9726169000
3184.74449          9716169000
3184.94449          9716169000
3185.14449          9786169000
3185.34449          9796169000
3185.54449          9696169000
3185.74449          9716169000
3185.94449          9686169000
3186.14449          9696169000
3186.34449          9756169000
3186.54449          9676169000
3186.74449          9746169000
3186.94449          9786169000
3187.14449          9746169000
3187.34449          9726169000
3187.54449          9826169000
3187.74449          9676169000
3187.94449          9626169000
3188.14449          9636169000
3188.34449          9646169000
3188.54449          9626169000
3188.74449          9716169000
3188.94449          9786169000
3189.14449          9766169000
3189.34449          9766169000
3189.54449          9696169000
3189.74449          9716169000
3189.94449          9726169000
3190.14449          9646169000
3190.34449          9776169000
3190.54449          9656169000
3190.74449          9726169000
3190.94449          9836169000
3191.14449          9836169000
3191.34449          9706169000
3191.54449          9696169000
3191.74449          9766169000
3191.94449          9786169000
3192.14449          9836169000
3192.34449          9826169000
3192.54449          9676169000
3192.74449          9686169000
3192.94449          9676169000
3193.14449          9736169000
3193.34449          9726169000
3193.54449          9766169000
3193.74449          9646169000
3193.94449          9726169000
3194.14449          9746169000
3194.34449          9706169000
3194.54449          9736169000
3194.74449          9766169000
3194.94449          9636169000
3195.14449          9726169000
3195.34449          9746169000
3195.54449          9766169000
3195.74449          9766169000
3195.94449          9726169000
3196.14449          9736169000
3196.34449          9706169000
3196.54449          9706169000
3196.74449          9736169000
3196.94449          9676169000
3197.14449          9666169000
3197.34449          9686169000
3197.54449          9696169000
3197.74449          9696169000
3197.94449          9796169000
3198.14449          9656169000
3198.34449          9696169000
3198.54449          9666169000
3198.74449          9666169000
3198.94449          9656169000
3199.14449          9726169000
3199.34449          9696169000
3199.54449          9676169000
3199.74449          9726169000
3199.94449          9726169000
3200.14449          9676169000
3200.34449          9736169000
3200.54449          9716169000
3200.74449          9686169000
3200.94449          9796169000
3201.14449          9776169000
3201.34449          9676169000
3201.54449          9686169000
3201.74449          9686169000
3201.94449          9786169000
3202.14449          9866169000
3202.34449          9666169000
3202.54449          9756169000
3202.74449          9756169000
3202.94449          9706169000
3203.14449          9656169000
3203.34449          9726169000
3203.54449          9876169000
3203.74449          9686169000
3203.94449          9786169000
3204.14449          9706169000
3204.34449          9756169000
3204.54449          9756169000
3204.74449          9726169000
3204.94449          9666169000
3205.14449          9736169000
3205.34449          9706169000
3205.54449          9656169000
3205.74449          9656169000
3205.94449          9746169000
3206.14449          9716169000
3206.34449          9696169000
3206.54449          9746169000
3206.74449          9766169000
3206.94449          9766169000
3207.14449          9676169000
3207.34449          9736169000
3207.54449          9796169000
3207.74449          9746169000
3207.94449          9646169000
3208.14449          9646169000
3208.34449          9636169000
3208.54449          9696169000
3208.74449          9836169000
3208.94449          9836169000
3209.14449          9686169000
3209.34449          9666169000
3209.54449          9606169000
3209.74449          9766169000
3209.94449          9766169000
3210.14449          9786169000
3210.34449          9746169000
3210.54449          9706169000
3210.74449          9776169000
3210.94449          9796169000
3211.14449          9696169000
3211.34449          9756169000
3211.54449          9796169000
3211.74449          9806169000
3211.94449          9726169000
3212.14449          9686169000
3212.34449          9776169000
3212.54449          9696169000
3212.74449          9746169000
3212.94449          9696169000
3213.14449          9696169000
3213.34449          9796169000
3213.54449          9776169000
3213.74449          9806169000
3213.94449          9686169000
3214.14449          9816169000
3214.34449          9766169000
3214.54449          9716169000
3214.74449          9786169000
3214.94449          9706169000
3215.14449          9726169000
3215.34449          9776169000
3215.54449          9746169000
3215.74449          9696169000
3215.94449          9706169000
3216.14449          9726169000
3216.34449          9786169000
3216.54449          9746169000
3216.74449          9756169000
3216.94449          9716169000
3217.14449          9726169000
3217.34449          9666169000
3217.54449          9786169000
3217.74449          9756169000
3217.94449          9706169000
3218.14449          9716169000
3218.34449          9686169000
3218.54449          9716169000
3218.74449          9786169000
3218.94449          9776169000
3219.14449          9746169000
3219.34449          9796169000
3219.54449          9786169000
3219.74449          9756169000
3219.94449          9746169000
3220.14449          9776169000
3220.34449          9776169000
3220.54449          9806169000
3220.74449          9736169000
3220.94449          9736169000
3221.14449          9656169000
3221.34449          9786169000
3221.54449          9686169000
3221.74449          9656169000
3221.94449          9666169000
3222.14449          9736169000
3222.34449          9716169000
3222.54449          9726169000
3222.74449          9676169000
3222.94449          9686169000
3223.14449          9736169000
3223.34449          9746169000
3223.54449          9756169000
3223.74449          9636169000
3223.94449          9626169000
3224.14449          9656169000
3224.34449          9686169000
3224.54449          9626169000
3224.74449          9656169000
3224.94449          9696169000
3225.14449          9726169000
3225.34449          9676169000
3225.54449          9756169000
3225.74449          9796169000
3225.94449          9626169000
3226.14449          9776169000
3226.34449          9696169000
3226.54449          9666169000
3226.74449          9696169000
3226.94449          9716169000
3227.14449          9686169000
3227.34449          9716169000
3227.54449          9806169000
3227.74449          9756169000
3227.94449          9776169000
3228.14449          9786169000
3228.34449          9796169000
3228.54449          9736169000
3228.74449          9676169000
3228.94449          9756169000
3229.14449          9886169000
3229.34449          9716169000
3229.54449          9666169000
3229.74449          9726169000
3229.94449          9776169000
3230.14449          9756169000
3230.34449          9826169000
3230.54449          9876169000
3230.74449          9766169000
3230.94449          9866169000
3231.14449          9866169000
3231.34449          9796169000
3231.54449          9796169000
3231.74449          9726169000
3231.94449          9726169000
3232.14449          9696169000
3232.34449          9736169000
3232.54449          9726169000
3232.74449          9826169000
3232.94449          9836169000
3233.14449          9766169000
3233.34449          9706169000
3233.54449          9766169000
3233.74449          9736169000
3233.94449          9776169000
3234.14449          9786169000
3234.34449          9736169000
3234.54449          9806169000
3234.74449          9786169000
3234.94449          9716169000
3235.14449          9666169000
3235.34449          9796169000
3235.54449          9736169000
3235.74449          9706169000
3235.94449          9686169000
3236.14449          9716169000
3236.34449          9766169000
3236.54449          9816169000
3236.74449          9766169000
3236.94449          9786169000
3237.14449          9796169000
3237.34449          9786169000
3237.54449          9776169000
3237.74449          9816169000
3237.94449          9806169000
3238.14449          9786169000
3238.34449          9686169000
3238.54449          9776169000
3238.74449          9666169000
3238.94449          9756169000
3239.14449          9756169000
3239.34449          9786169000
3239.54449          9756169000
3239.74449          9756169000
3239.94449          9646169000
3240.14449          9796169000
3240.34449          9736169000
3240.54449          9806169000
3240.74449          9706169000
3240.94449          9676169000
3241.14449          9656169000
3241.34449          9686169000
3241.54449          9816169000
3241.74449          9756169000
3241.94449          9746169000
3242.14449          9716169000
3242.34449          9696169000
3242.54449          9676169000
3242.74449          9796169000
3242.94449          9706169000
3243.14449          9836169000
3243.34449          9796169000
3243.54449          9786169000
3243.74449          9686169000
3243.94449          9696169000
3244.14449          9756169000
3244.34449          9746169000
3244.54449          9756169000
3244.74449          9746169000
3244.94449          9776169000
3245.14449          9776169000
3245.34449          9686169000
3245.54449          9736169000
3245.74449          9696169000
3245.94449          9706169000
3246.14449          9766169000
3246.34449          9676169000
3246.54449          9796169000
3246.74449          9796169000
3246.94449          9646169000
3247.14449          9676169000
3247.34449          9826169000
3247.54449          9816169000
3247.74449          9646169000
3247.94449          9646169000
3248.14449          9626169000
3248.34449          9706169000
3248.54449          9716169000
3248.74449          9716169000
3248.94449          9766169000
3249.14449          9806169000
3249.34449          9806169000
3249.54449          9746169000
3249.74449          9766169000
3249.94449          9686169000
3250.14449          9676169000
3250.34449          9736169000
3250.54449          9766169000
3250.74449          9736169000
3250.94449          9686169000
3251.14449          9686169000
3251.34449          9686169000
3251.54449          9776169000
3251.74449          9826169000
3251.94449          9806169000
3252.14449          9796169000
3252.34449          9696169000
3252.54449          9756169000
3252.74449          9726169000
3252.94449          9706169000
3253.14449          9676169000
3253.34449          9726169000
3253.54449          9746169000
3253.74449          9806169000
3253.94449          9756169000
3254.14449          9826169000
3254.34449          9806169000
3254.54449          9726169000
3254.74449          9756169000
3254.94449          9726169000
3255.14449          9816169000
3255.34449          9736169000
3255.54449          9736169000
3255.74449          9656169000
3255.94449          9716169000
3256.14449          9896169000
3256.34449          9816169000
3256.54449          9766169000
3256.74449          9746169000
3256.94449          9686169000
3257.14449          9746169000
3257.34449          9796169000
3257.54449          9746169000
3257.74449          9766169000
3257.94449          9766169000
3258.14449          9866169000
3258.34449          9816169000
3258.54449          9796169000
3258.74449          9686169000
3258.94449          9726169000
3259.14449          9716169000
3259.34449          9666169000
3259.54449          9726169000
3259.74449          9766169000
3259.94449          9666169000
3260.14449          9686169000
3260.34449          9716169000
3260.54449          9776169000
3260.74449          9636169000
3260.94449          9766169000
3261.14449          9776169000
3261.34449          9816169000
3261.54449          9676169000
3261.74449          9766169000
3261.94449          9826169000
3262.14449          9826169000
3262.34449          9756169000
3262.54449          9806169000
3262.74449          9726169000
3262.94449          9706169000
3263.14449          9716169000
3263.34449          9796169000
3263.54449          9816169000
3263.74449          9706169000
3263.94449          9726169000
3264.14449          9686169000
3264.34449          9766169000
3264.54449          9746169000
3264.74449          9696169000
3264.94449          9696169000
3265.14449          9766169000
3265.34449          9726169000
3265.54449          9706169000
3265.74449          9806169000
3265.94449          9826169000
3266.14449          9826169000
3266.34449          9786169000
3266.54449          9706169000
3266.74449          9736169000
3266.94449          9746169000
3267.14449          9686169000
3267.34449          9756169000
3267.54449          9806169000
3267.74449          9806169000
3267.94449          9726169000
3268.14449          9726169000
3268.34449          9736169000
3268.54449          9766169000
3268.74449          9726169000
3268.94449          9676169000
3269.14449          9826169000
3269.34449          9756169000
3269.54449          9756169000
3269.74449          9676169000
3269.94449          9746169000
3270.14449          9746169000
3270.34449          9686169000
3270.54449          9796169000
3270.74449          9706169000
3270.94449          9716169000
3271.14449          9776169000
3271.34449          9766169000
3271.54449          9776169000
3271.74449          9806169000
3271.94449          9756169000
3272.14449          9816169000
3272.34449          9646169000
3272.54449          9676169000
3272.74449          9656169000
3272.94449          9706169000
3273.14449          9726169000
3273.34449          9816169000
3273.54449          9826169000
3273.74449          9786169000
3273.94449          9816169000
3274.14449          9716169000
3274.34449          9716169000
3274.54449          9706169000
3274.74449          9816169000
3274.94449          9676169000
3275.14449          9696169000
3275.34449          9856169000
3275.54449          9816169000
3275.74449          9816169000
3275.94449          9766169000
3276.14449          9756169000
3276.34449          9796169000
3276.54449          9826169000
3276.74449          9716169000
3276.94449          9736169000
3277.14449          9746169000
3277.34449          9806169000
3277.54449          9796169000
3277.74449          9826169000
3277.94449          9806169000
3278.14449          9766169000
3278.34449          9656169000
3278.54449          9746169000
3278.74449          9836169000
3278.94449          9776169000
3279.14449          9886169000
3279.34449          9796169000
3279.54449          9786169000
3279.74449          9756169000
3279.94449          9676169000
3280.14449          9746169000
3280.34449          9696169000
3280.54449          9746169000
3280.74449          9746169000
3280.94449          9816169000
3281.14449          9826169000
3281.34449          9736169000
3281.54449          9696169000
3281.74449          9736169000
3281.94449          9806169000
3282.14449          9676169000
3282.34449          9746169000
3282.54449          9676169000
3282.74449          9816169000
3282.94449          9796169000
3283.14449          9906169000
3283.34449          9756169000
3283.54449          9676169000
3283.74449          9836169000
3283.94449          9836169000
3284.14449          9806169000
3284.34449          9886169000
3284.54449          9756169000
3284.74449          9756169000
3284.94449          9726169000
3285.14449          9816169000
3285.34449          9726169000
3285.54449          9696169000
3285.74449          9866169000
3285.94449          9826169000
3286.14449          9696169000
3286.34449          9786169000
3286.54449          9696169000
3286.74449          9736169000
3286.94449          9726169000
3287.14449          9706169000
3287.34449          9656169000
3287.54449          9756169000
3287.74449          9716169000
3287.94449          9676169000
3288.14449          9836169000
3288.34449          9736169000
3288.54449          9796169000
3288.74449          9686169000
3288.94449          9766169000
3289.14449          9726169000
3289.34449          9716169000
3289.54449          9696169000
3289.74449          9726169000
3289.94449          9666169000
3290.14449          9766169000
3290.34449          9856169000
3290.54449          9746169000
3290.74449          9746169000
3290.94449          9726169000
3291.14449          9706169000
3291.34449          9806169000
3291.54449          9786169000
3291.74449          9736169000
3291.94449          9766169000
3292.14449          9706169000
3292.34449          9686169000
3292.54449          9746169000
3292.74449          9816169000
3292.94449          9786169000
3293.14449          9776169000
3293.34449          9786169000
3293.54449          9786169000
3293.74449          9796169000
3293.94449          9686169000
3294.14449          9816169000
3294.34449          9766169000
3294.54449          9766169000
3294.74449          9766169000
3294.94449          9836169000
3295.14449          9706169000
3295.34449          9676169000
3295.54449          9746169000
3295.74449          9746169000
3295.94449          9726169000
3296.14449          9746169000
3296.34449          9726169000
3296.54449          9726169000
3296.74449          9846169000
3296.94449          9736169000
3297.14449          9686169000
3297.34449          9816169000
3297.54449          9776169000
3297.74449          9776169000
3297.94449          9716169000
3298.14449          9846169000
3298.34449          9846169000
3298.54449          9806169000
3298.74449          9756169000
3298.94449          9866169000
3299.14449          9826169000
3299.34449          9766169000
3299.54449          9686169000
3299.74449          9716169000
3299.94449          9796169000
3300.14449          9786169000
3300.34449          9816169000
3300.54449          9756169000
3300.74449          9756169000
3300.94449          9736169000
3301.14449          9816169000
3301.34449          9856169000
3301.54449          9716169000
3301.74449          9736169000
3301.94449          9816169000
3302.14449          9836169000
3302.34449          9786169000
3302.54449          9686169000
3302.74449          9776169000
3302.94449          9676169000
3303.14449          9786169000
3303.34449          9736169000
3303.54449          9726169000
3303.74449          9736169000
3303.94449          9726169000
3304.14449          9816169000
3304.34449          9776169000
3304.54449          9806169000
3304.74449          9716169000
3304.94449          9706169000
3305.14449          9826169000
3305.34449          9856169000
3305.54449          9716169000
3305.74449          9746169000
3305.94449          9746169000
3306.14449          9716169000
3306.34449          9736169000
3306.54449          9736169000
3306.74449          9726169000
3306.94449          9746169000
3307.14449          9786169000
3307.34449          9796169000
3307.54449          9746169000
3307.74449          9746169000
3307.94449          9706169000
3308.14449          9846169000
3308.34449          9786169000
3308.54449          9736169000
3308.74449          9816169000
3308.94449          9856169000
3309.14449          9826169000
3309.34449          9876169000
3309.54449          9866169000
3309.74449          9716169000
3309.94449          9696169000
3310.14449          9676169000
3310.34449          9706169000
3310.54449          9876169000
3310.74449          9876169000
3310.94449          9836169000
3311.14449          9666169000
3311.34449          9676169000
3311.54449          9776169000
3311.74449          9786169000
3311.94449          9726169000
3312.14449          9786169000
3312.34449          9676169000
3312.54449          9726169000
3312.74449          9766169000
3312.94449          9716169000
3313.14449          9746169000
3313.34449          9796169000
3313.54449          9776169000
3313.74449          9726169000
3313.94449          9806169000
3314.14449          9846169000
3314.34449          9686169000
3314.54449          9716169000
3314.74449          9786169000
3314.94449          9706169000
3315.14449          9796169000
3315.34449          9646169000
3315.54449          9706169000
3315.74449          9696169000
3315.94449          9816169000
3316.14449          9806169000
3316.34449          9806169000
3316.54449          9756169000
3316.74449          9646169000
3316.94449          9746169000
3317.14449          9636169000
3317.34449          9866169000
3317.54449          9676169000
3317.74449          9786169000
3317.94449          9726169000
3318.14449          9696169000
3318.34449          9756169000
3318.54449          9756169000
3318.74449          9706169000
3318.94449          9726169000
3319.14449          9716169000
3319.34449          9716169000
3319.54449          9776169000
3319.74449          9736169000
3319.94449          9786169000
3320.14449          9776169000
3320.34449          9736169000
3320.54449          9856169000
3320.74449          9776169000
3320.94449          9846169000
3321.14449          9746169000
3321.34449          9746169000
3321.54449          9746169000
3321.74449          9726169000
3321.94449          9746169000
3322.14449          9846169000
3322.34449          9886169000
3322.54449          9806169000
3322.74449          9696169000
3322.94449          9746169000
3323.14449          9816169000
3323.34449          9806169000
3323.54449          9806169000
3323.74449          9716169000
3323.94449          9746169000
3324.14449          9776169000
3324.34449          9816169000
3324.54449          9886169000
3324.74449          9806169000
3324.94449          9776169000
3325.14449          9836169000
3325.34449          9856169000
3325.54449          9756169000
3325.74449          9796169000
3325.94449          9876169000
3326.14449          9846169000
3326.34449          9746169000
3326.54449          9796169000
3326.74449          9766169000
3326.94449          9826169000
3327.14449          9866169000
3327.34449          9826169000
3327.54449          9766169000
3327.74449          9846169000
3327.94449          9746169000
3328.14449          9766169000
3328.34449          9816169000
3328.54449          9836169000
3328.74449          9636169000
3328.94449          9766169000
3329.14449          9726169000
3329.34449          9726169000
3329.54449          9746169000
3329.74449          9846169000
3329.94449          9796169000
3330.14449          9686169000
3330.34449          9676169000
3330.54449          9746169000
3330.74449          9676169000
3330.94449          9836169000
3331.14449          9776169000
3331.34449          9726169000
3331.54449          9666169000
3331.74449          9746169000
3331.94449          9816169000
3332.14449          9736169000
3332.34449          9726169000
3332.54449          9866169000
3332.74449          9856169000
3332.94449          9716169000
3333.14449          9806169000
3333.34449          9706169000
3333.54449          9706169000
3333.74449          9726169000
3333.94449          9756169000
3334.14449          9666169000
3334.34449          9806169000
3334.54449          9866169000
3334.74449          9906169000
3334.94449          9796169000
3335.14449          9856169000
3335.34449          9716169000
3335.54449          9736169000
3335.74449          9706169000
3335.94449          9716169000
3336.14449          9706169000
3336.34449          9746169000
3336.54449          9726169000
3336.74449          9796169000
3336.94449          9926169000
3337.14449          9776169000
3337.34449          9716169000
3337.54449          9726169000
3337.74449          9756169000
3337.94449          9686169000
3338.14449          9776169000
3338.34449          9746169000
3338.54449          9726169000
3338.74449          9716169000
3338.94449          9796169000
3339.14449          9766169000
3339.34449          9706169000
3339.54449          9726169000
3339.74449          9796169000
3339.94449          9716169000
3340.14449          9756169000
3340.34449          9816169000
3340.54449          9806169000
3340.74449          9786169000
3340.94449          9766169000
3341.14449          9766169000
3341.34449          9736169000
3341.54449          9826169000
3341.74449          9726169000
3341.94449          9736169000
3342.14449          9756169000
3342.34449          9826169000
3342.54449          9776169000
3342.74449          9746169000
3342.94449          9746169000
3343.14449          9716169000
3343.34449          9776169000
3343.54449          9786169000
3343.74449          9786169000
3343.94449          9746169000
3344.14449          9706169000
3344.34449          9736169000
3344.54449          9716169000
3344.74449          9776169000
3344.94449          9726169000
3345.14449          9886169000
3345.34449          9866169000
3345.54449          9896169000
3345.74449          9796169000
3345.94449          9856169000
3346.14449          9816169000
3346.34449          9726169000
3346.54449          9716169000
3346.74449          9836169000
3346.94449          9836169000
3347.14449          9766169000
3347.34449          9846169000
3347.54449          9896169000
3347.74449          9716169000
3347.94449          9716169000
3348.14449          9736169000
3348.34449          9906169000
3348.54449          9826169000
3348.74449          9736169000
3348.94449          9676169000
3349.14449          9716169000
3349.34449          9666169000
3349.54449          9756169000
3349.74449          9816169000
3349.94449          9786169000
3350.14449          9726169000
3350.34449          9816169000
3350.54449          9836169000
3350.74449          9786169000
3350.94449          9736169000
3351.14449          9706169000
3351.34449          9796169000
3351.54449          9746169000
3351.74449          9896169000
3351.94449          9716169000
3352.14449          9736169000
3352.34449          9756169000
3352.54449          9706169000
3352.74449          9836169000
3352.94449          9786169000
3353.14449          9776169000
3353.34449          9756169000
3353.54449          9736169000
3353.74449          9716169000
3353.94449          9726169000
3354.14449          9756169000
3354.34449          9866169000
3354.54449          9846169000
3354.74449          9756169000
3354.94449          9676169000
3355.14449          9766169000
3355.34449          9816169000
3355.54449          9856169000
3355.74449          9886169000
3355.94449          9866169000
3356.14449          9726169000
3356.34449          9736169000
3356.54449          9756169000
3356.74449          9706169000
3356.94449          9856169000
3357.14449          9876169000
3357.34449          9716169000
3357.54449          9706169000
3357.74449          9726169000
3357.94449          9816169000
3358.14449          9756169000
3358.34449          9736169000
3358.54449          9686169000
3358.74449          9706169000
3358.94449          9756169000
